lead_id,email,first_name,last_name,title,company,lead_status,lead_source,job_persona,job_level,created_date,mql_date,is_converted,converted_contact_id,mkto_lead_score,is_disqualified,dq_reason,dq_date,has_opted_out,email_bounced,no_longer_with_company,linked_account_id,_archetype
3e67f5ac01fa4ed0,mary.johnston@keyltd.com,Mary,Johnston,Geophysical data processor,"Williams, Avila and Ruiz",Recycled,Webinar,End User,,2023-06-01,,True,36493755806947c9,127,True,Competitor,2025-03-07,False,False,False,1e8b775c15444036,
f928cd9a04a6489a,denise.moon@sheagroup.com,Denise,Moon,,Harrison Group,Attempted,Content Syndication,End User,Manager,2023-06-01,,True,32e961efb8e64d0a,240,False,,,True,False,False,6583a0e750f449a6,
57f33970a13744ab,mathew.santiago@riveraltd.com,Mathew,Santiago,Research scientist (life sciences),Bates-Morales,New,Event,,Manager,2022-01-15,,True,e2a2bc9203784e6f,49,False,,,False,False,False,5c33daf00a5747ba,
e5e584ac6b91490c,nathan.lynch@cruzjoyceand.com,Kathleen,Johnson,Commercial art gallery manager,Hancock-Bryan,Attempted,Webinar,Champion,,2023-06-01,,True,7b8fe1c874bd468a,153,False,,,False,False,False,2c72758ae4e14791,
666ae545ae644c78,aaron.booth@gutierrez-lo.com,Aaron,Booth,Medical illustrator,"Avila, Garrett and Wolf",Attempted,Webinar,,,2024-03-10,,True,ef82df930bb8410a,116,False,,,False,False,False,23c35f2974ac4158,
3b457bc1043c4a06,info@kim-wolfe.com,James,Dunn,Air cabin crew,"Lynch, Allen and Moore",New,Webinar,,,2023-06-01,,True,2eb104fc6a944a08,31,True,Personal Email,2024-05-23,False,False,False,5121cef210e14080,
bf69f9a848264267,andrea.tran@walkerinc.com,Andrea,Tran,"Psychologist, clinical",Holland and Sons,Disqualified,Webinar,Economic Buyer,Manager,2024-03-10,,True,e9a429b3d92e435e,115,False,,,False,False,False,e2f68b6ed7de42d0,
5842cd105f5e46b9,tyrone.moran@thorntonperr.com,Tyrone,Moran,,Bryant and Sons,MQL,Webinar,,Individual Contributor,2024-03-10,2025-01-19,True,3f4aefe7c9e64292,40,False,,,False,False,False,059435d5a9a64e60,
e548daa6ea064625,angelaburns@gmail.com,Patrick,Weeks,,Villa-Romero,MQL,Referral,Technical Buyer,Individual Contributor,2024-03-10,2024-11-10,True,88d9c89712ee44f4,241,False,,,False,True,False,,
19ff62cb0162456c,lori.campbell@monroe-carpe.com,Lori,Campbell,Recruitment consultant,Griffin Group,MQL,Partner,Technical Buyer,Individual Contributor,2023-06-01,2025-04-15,True,91096f981d644411,19,False,,,False,False,False,94d526cc9d8d4d89,
4ab2ef10c0914af2,ugibson@mail.ru,Michael,Arnold,Energy engineer,"Allen, Reyes and Chase",MQL,Purchased List,End User,Manager,2025-03-14,2024-11-27,True,,252,False,,,False,False,False,e7ff8b5d4dc54429,
2f9aea08641848fe,robert.flores@thornton-she.com,Robert,Flores,Nature conservation officer,"Sparks, Pearson and Hernandez",New,Content Syndication,,Individual Contributor,2023-06-01,,True,ca33b8e88dff426e,94,True,Bad Data,2024-08-26,False,True,False,16542f93045f49c4,
ea3610f1901c46d6,tammie.martinez@riveragarcia.com,Tammie,Martinez,Chiropodist,"Lozano, Smith and Thomas",MQL,Content Syndication,,Director,2023-06-01,2024-11-11,True,,159,False,,,False,False,False,f76f177aee044584,
8cc61fe276634742,contact@harrison.com,Monica,Booker,Youth worker,"Sanders, Miller and Murphy",New,Referral,Technical Buyer,Manager,2024-03-10,,True,3de3b62bbd374572,41,False,,,False,False,False,2ca7757f4b45418f,
6f89ecf90a59414b,emily.ferguson@sims-clay.com,Emily,Ferguson,Ranger/warden,"Johnson, Jones and Welch",Attempted,Referral,Non-Prospect,Individual Contributor,2022-01-15,,True,cf6c7be59e3e48ed,228,False,,,False,False,False,,
316854ab6e974087,hamiltoncorey@outlook.com,Samantha,Bright,Chiropodist,Jackson-Evans,MQL,Purchased List,Non-Prospect,Manager,2022-01-15,2025-04-12,True,,35,False,,,True,False,False,,
32eaa7e7f7594705,spam_cluster@example.com,Anthony,Nguyen,,Sanchez Group,New,Event,Technical Buyer,Individual Contributor,2022-09-26,,True,176eaaeaba114ffc,178,False,,,False,False,False,db078e2235f64190,
8f42ae18ef994673,ashlee.sparks@thompsonplc.com,Ashlee,Sparks,,"Vega, Jimenez and Aguilar",New,Referral,End User,Manager,2022-01-15,,True,,8,True,Competitor,2025-03-16,False,False,False,,
094dd14e5b23455a,jesse.little@scott-smith.com,Jesse,Little,,Byrd-Moore,Attempted,Purchased List,,C-Level,2022-01-15,,True,cfe102fcdc1a4cbb,164,False,,,False,False,False,adac81a37e35411e,
18f66fedf13f408c,scott.reed@evanshaydena.com,Scott,Reed,,Gonzalez-Cruz,Attempted,Partner,CISO,Individual Contributor,2023-06-01,,True,0fba81bae85e46b9,76,False,,,False,False,False,8d0c0b4154954ecf,
431d46feda7f48eb,timothy.young@howardphilli.com,Timothy,Young,,"Foster, Smith and Grimes",MQL,Referral,,,2024-03-10,2025-02-24,True,54b0ef4275f64277,97,False,,,False,False,True,c2a1eeca07f349f5,
c9511151278a48c7,kimberly.beltran@mcgeewalland.com,Kimberly,Beltran,Event organiser,"Pham, Robinson and Lee",MQL,Event,Non-Prospect,C-Level,2022-01-15,2025-02-04,True,85b28cd0df964442,245,False,,,False,False,False,46af312ea5b447a6,
7dd13377c8154769,john.campos@beckertaylor.com,John,Campos,Archaeologist,Kramer-Johnson,Disqualified,Webinar,,Director,2023-06-01,,True,1b9ad624fcf947ad,104,False,,,False,False,False,,
79ae9be297ac4ed8,michael.anderson@murphy-perry.com,Michael,Anderson,"Engineer, control and instrumentation",Buchanan LLC,New,Webinar,Technical Buyer,Manager,2023-06-01,,True,5b8f29a617ee4c0c,251,False,,,False,False,False,7bb61528e44b48b4,
f238d76424b049a7,alyssa.mcintyre@scottgroup.com,Alyssa,Mcintyre,,"Harrell, Brock and Mcdonald",New,Webinar,Technical Buyer,Individual Contributor,2024-10-31,,True,25360d5663ef44cd,77,False,,,False,False,False,2c72758ae4e14791,
ad1ea936a8924e3a,charles.webster@daltonltd.com,Charles,Webster,Occupational psychologist,"Diaz, Gibbs and Smith",MQL,Event,Champion,,2024-03-10,2025-02-16,True,,54,False,,,False,False,False,,
685651ac361540d8,admin@curry.com,Amanda,Gibson,Clinical cytogeneticist,"Hall, Johnson and Henson",MQL,Event,,,2024-03-10,2025-04-10,True,185ab818f2a94f8b,282,False,,,False,True,False,,
41c51e88d6434083,anna.herman@hollandltd.com,Anna,Herman,"Psychologist, forensic","Turner, Ortiz and Taylor",New,Partner,Non-Prospect,Individual Contributor,2024-09-18,,True,58347b37ac194162,143,True,Personal Email,2024-08-01,False,False,False,d767f6d9624f4012,
6108c350d9874376,sophia.torres@wilson-young.com,Sophia,Torres,Soil scientist,Price LLC,MQL,Purchased List,End User,Individual Contributor,2022-01-15,2025-01-21,True,c255c53028a14545,40,False,,,False,False,False,,
6efa078799e2499f,contact@barnes.biz,Ellen,Paul,Child psychotherapist,Gilbert-Crosby,Disqualified,Web,CISO,Manager,2023-06-01,,True,7a351588078f43ab,43,False,,,False,False,False,1b7db62ec0c34772,
4f66d1b541b14f66,joshua.vaughn@ramosandsons.com,Joshua,Vaughn,,Pollard LLC,MQL,Referral,Economic Buyer,VP,2023-06-01,2025-02-20,True,,52,False,,,False,False,False,b0f9b74b088b4295,
e99c38f305104f2f,amy.levine@brown-hill.com,Amy,Levine,,Davis-Lewis,Attempted,Web,,Director,2023-11-21,,True,,32,False,,,True,False,False,4f38099407b5424a,
7ca4ca17e1194061,danielle.maddox@buchananands.com,Danielle,Maddox,,"Harris, Gallegos and Spencer",MQL,Event,End User,Manager,2022-01-15,2024-11-23,True,10fe7a1693244616,69,False,,,False,False,False,9537bfa90c294dd4,
dccee8b900744391,brenda.li@murphyandson.com,Brenda,Li,,Ramirez and Sons,MQL,Webinar,,Director,2023-11-22,2025-02-18,True,acc2294bed05480e,279,False,,,True,False,False,6926da70bca94eaa,
cdbb75a006114731,danieldelacruz@outlook.com,Vanessa,Fernandez,"Conservator, museum/gallery",Howard and Sons,MQL,Partner,End User,Director,2022-01-15,2025-02-25,True,1d002fd3efd14e19,245,False,,,False,True,False,2dd0b9169c894f1b,
21cec14d20404ed1,ronald.richards@wyatt-hender.com,Brianna,Smith,Secondary school teacher,Reese Group,Attempted,Web,Champion,Director,2022-01-15,,True,cc76e5fd863445ee,204,False,,,False,True,False,73ba1d326ec04b46,
1c9acc1c906d4523,shane.cox@rodriguezgor.com,Shane,Cox,,"Logan, Camacho and Boyd",MQL,Webinar,Non-Prospect,Director,2022-01-15,2025-01-02,True,b87697b8990748dd,53,False,,,False,False,True,,
1cf5c8a3f4d14f40,stephen.maynard@lutzgroup.com,Stephen,Maynard,Physiological scientist,"Rodriguez, Joseph and Wallace",MQL,Event,Technical Buyer,Director,2024-03-10,2025-02-13,True,,84,False,,,True,False,False,ceb966cdc6384b44,
1bad641b07e74709,rachel.morris@jonesllc.com,Rachel,Morris,Textile designer,"Joseph, James and Harper",MQL,Partner,Technical Buyer,Manager,2024-03-10,2024-11-24,True,b55158fc75ef4252,142,False,,,False,True,False,e0b5db20985047b8,
8436aa423c1147b0,tony.rivera@lambertandso.com,Kenneth,Wagner,Colour technologist,"Curtis, Mack and Le",New,Web,,,2023-06-30,,True,820ceb3523964e88,152,False,,,False,False,False,,
911dbc51b0494c2b,jason.hayes@gutierrezgro.com,Jason,Hayes,,Blair-Edwards,Qualified,Partner,,VP,2023-06-01,,True,c52500eed1a247b6,147,False,,,False,False,False,e91d8e08aef44e24,
dce2ab0fd8fa4b07,larry.scott@mcdanielgrou.com,Larry,Scott,,Decker Inc,New,Purchased List,,Individual Contributor,2024-03-10,,True,bda770a739914610,149,False,,,True,True,False,95c10f8bd7aa454a,
da422659f5644382,ryan.garner@cain-hawkins.com,Ryan,Garner,,"Hoffman, Santiago and Jenkins",New,Partner,End User,Manager,2023-06-01,,True,,126,False,,,False,False,False,357162ab1e144be6,
45cbfb294ddc47f6,uparrish@yahoo.com,Morgan,Pugh,Arts development officer,Burke-Bell,Attempted,Content Syndication,Non-Prospect,,2023-04-14,,True,01bb85c6fc114849,30,False,,,False,False,False,2dd0b9169c894f1b,
46f2f49e7f1b42b2,jordanwanda@yahoo.com,Becky,Lewis,Maintenance engineer,"Richardson, Farmer and Andrews",Qualified,Purchased List,Technical Buyer,Individual Contributor,2023-06-01,,True,7bfa226f62414bd8,201,True,Duplicate,2024-11-25,True,False,False,3634def622744939,
d0403b022dde4699,lindsay.bruce@austindayand.com,Lindsay,Bruce,"Geologist, engineering",White Ltd,New,Referral,Champion,VP,2023-03-08,,True,6f7318852c8b42cd,234,False,,,False,False,True,46af312ea5b447a6,
f71a85c305c5476e,kathryn.dorsey@smith-kane.com,Kathryn,Dorsey,,"Morales, Thomas and Schultz",New,Purchased List,End User,,2022-01-15,,True,c80fe48b502c4043,235,False,,,False,True,False,1e8b775c15444036,
e295f71474104d43,nicholaschavez@mail.ru,Anthony,Reese,"Designer, industrial/product",Collins-Nguyen,MQL,Web,,,2023-06-01,2024-11-11,True,95fd7b4f065b4258,119,False,,,False,False,False,0877f35742934926,
b5628a11fc8c4ace,shelly.carlson@mooreplc.com,Shelly,Carlson,Artist,"Miller, Ramos and Coleman",Qualified,Webinar,CISO,Manager,2022-01-15,,True,920c7c32abb74f2e,195,True,Competitor,2025-02-08,True,False,False,e5d15d07d9344bf6,
50ba8a2559be46e9,kariwilson@yahoo.com,Catherine,Perry,,Campbell Ltd,Attempted,Referral,,Individual Contributor,2022-10-08,,True,,71,True,Competitor,2024-06-04,False,False,False,,
d722612db145446e,brandon69@yandex.com,Brittany,Rose,Automotive engineer,Harris and Sons,Recycled,Event,Technical Buyer,C-Level,2024-03-10,,True,851031771d1d475b,36,True,Duplicate,2024-07-22,False,False,False,4e04328f54ba487f,
5a1a8de319284d1c,katrina.duran@murphy-smith.com,Katrina,Duran,Planning and development surveyor,Anderson PLC,MQL,Purchased List,End User,,2024-11-03,2025-04-13,True,,146,False,,,False,False,False,8c4b560093a84fdc,
4a6509f4e3164200,jane.mason@drakejonesan.com,Jane,Mason,Archivist,Smith-Morse,New,Purchased List,CISO,,2022-01-15,,True,0c951d453c154527,223,False,,,False,False,True,,
d30180a12faa4f21,michelle.johnston@sullivanbowm.com,Michelle,Johnston,,Burch and Sons,MQL,Partner,Non-Prospect,,2022-01-15,2025-03-26,True,9080f6f09a954df3,132,False,,,False,False,False,9af6ab3d22ec4a9f,
27d652b7a0984a3f,laurie.montgomery@gillespiedav.com,Laurie,Montgomery,,Chapman-Warren,Qualified,Web,End User,C-Level,2024-03-10,,True,4319336b7b074a06,80,False,,,True,False,False,4c305fd121594708,
93a69db066904421,randy.collins@walker-maxwe.com,Randy,Collins,,"Schultz, Schmidt and Lee",Disqualified,Referral,,,2022-01-15,,True,41c0292714dd4caf,164,False,,,False,False,False,1db129c9cdc549eb,
f1a91cb3f6684866,admin@briggs.com,Kimberly,Bell,Early years teacher,"Hernandez, Malone and Jones",Recycled,Partner,Champion,VP,2023-06-01,,True,0a71f8d5fadb4f6d,124,True,Bad Data,2025-03-28,False,False,False,23783564a94e405a,
a542e69695854a2c,stephanie.burton@webster-wolf.com,Stephanie,Burton,,"Glass, Cunningham and Reid",Attempted,Web,End User,,2023-06-01,,True,638283ed2b3b42ba,157,False,,,True,False,False,2ca7757f4b45418f,
7344345ee68041bd,edward17@outlook.com,Claudia,Lin,Private music teacher,"Turner, Hill and Brown",New,Content Syndication,,,2023-06-01,,True,,222,True,Duplicate,2024-05-10,False,True,False,d60e83d4aaf84797,
f901e483d8754602,william.collins@johnson-wood.com,William,Collins,Historic buildings inspector/conservation officer,Newman Inc,New,Event,Economic Buyer,Director,2024-06-27,,True,a6a63d45c242474c,106,True,Duplicate,2024-08-14,False,False,False,f5bef6adcef4425a,
c2e9e649e24b4ca1,ycarpenter@yandex.com,Christina,Hunter,Architectural technologist,Stout-Armstrong,MQL,Purchased List,Technical Buyer,,2022-01-15,2025-04-18,True,0f94757f77ba49bf,231,False,,,False,True,False,6061601e92cc41ac,
384291ce34534af3,jacob.jacobs@hernandezbro.com,Jacob,Jacobs,,"Miller, Lucas and Williams",MQL,Webinar,Non-Prospect,,2022-01-15,2025-01-18,True,e2705999f42142c1,38,False,,,False,False,False,e0b5db20985047b8,
c62d0d4b2b964970,jasmine.ritter@millsmoorean.com,Jasmine,Ritter,,Ortiz-Morgan,New,Referral,Technical Buyer,,2022-01-15,,True,8c2c1549327b4f3a,95,False,,,False,False,False,7a6510efd7a84196,
9ad1edab361b45a0,carla.mccormick@cookriveraan.com,Carla,Mccormick,Nature conservation officer,King-York,Attempted,Purchased List,Champion,Individual Contributor,2023-06-01,,True,08393fe814024e3b,278,True,Personal Email,2025-03-23,False,False,False,f2ff6d526ecc4697,
da3a787347a14c02,spam_cluster@example.com,Tamara,Morrison,Counsellor,Collins-Douglas,Recycled,Event,CISO,C-Level,2022-08-09,,True,91a804aad8c44fd5,136,False,,,False,True,False,,
ac0229acddaa4ab4,eileen.anderson@hurleycollin.com,Eileen,Anderson,Land/geomatics surveyor,Santiago Ltd,New,Event,,Individual Contributor,2023-06-01,,True,5062506d9932456a,252,True,No Longer With Company,2024-06-15,False,False,False,94d526cc9d8d4d89,
8f097ec667684ae8,lucasrodney@hotmail.com,Wendy,Gaines,Medical illustrator,Cox and Sons,MQL,Web,CISO,Director,2023-06-01,2024-12-01,True,6cba655f720c4f1b,37,False,,,True,False,False,b584263ac2f14f6c,
2f7c6d7dc8934500,stephanie.peterson@lee-cooke.com,Stephanie,Peterson,"Designer, fashion/clothing",Phillips Inc,New,Webinar,Technical Buyer,Individual Contributor,2023-06-01,,True,fdfef4b903cd45ea,89,False,,,False,False,False,7bb61528e44b48b4,
787a0a39e89a43d3,zosborn@gmail.com,William,Fernandez,,Harper and Sons,MQL,Webinar,Non-Prospect,Individual Contributor,2023-06-01,2024-12-07,True,,163,False,,,False,True,False,1d33a6596398412b,
10dc907c214a4d97,jason.summers@loveinc.com,Francis,Guerra,Paediatric nurse,Rhodes-Young,MQL,Partner,End User,,2022-01-15,2025-01-22,True,a6abb2b3fc7a4242,179,False,,,True,False,False,a7e80d78b7444561,
657938add4614a2a,pyoung@hotmail.com,Sean,Mitchell,Insurance broker,Mckee-Lee,MQL,Webinar,Champion,,2023-06-01,2025-03-18,True,9dbe429836044ead,173,False,,,True,False,False,41e421f65ac14b7e,
706eb9c1e30b456b,smurray@yandex.com,Erika,Hudson,,"Rose, Burch and Montoya",Attempted,Purchased List,Non-Prospect,,2023-06-01,,True,14e87529bf5443a7,152,False,,,False,False,False,cf77893042d94f67,
73a96920b76144b9,laurie.taylor@williams-cas.com,Laurie,Taylor,,"Villa, Dawson and Black",MQL,Content Syndication,Economic Buyer,Director,2022-01-15,2025-02-15,True,d6406b3912c44252,135,False,,,True,False,False,dd10743545984d5b,
f1f7d86f58214a60,david.miller@nelsonplc.com,David,Miller,Data processing manager,Davis-Lozano,Attempted,Partner,Economic Buyer,Director,2022-01-15,,True,6ed0a7ac6ad9494f,31,True,No Longer With Company,2024-06-28,False,False,False,698bd246707b462d,
dbec762b4fbb49d7,perryrandy@gmail.com,Lisa,Wilkerson,,Hughes Inc,Qualified,Event,,Director,2024-03-10,,True,fd897ab193b947ce,98,True,Bad Data,2025-01-03,False,False,False,,
429413ad913f4749,combsdebra@rediffmail.com,Nicholas,Johnson,Dancer,Johnson Group,New,Referral,Champion,Director,2024-03-10,,True,c34f9505fd2f4f10,300,False,,,False,True,False,,
ee88dcaf0fd644e0,heather.taylor@harrisongilb.com,Heather,Taylor,,Lewis-Hernandez,Attempted,Purchased List,End User,Individual Contributor,2024-03-10,,True,8b3f30b35550489e,206,False,,,False,False,False,f15674f656e04428,
20f68fc501874c56,srodriguez@rediffmail.com,Shelby,Lynch,Field seismologist,Martinez-Allen,MQL,Purchased List,,Individual Contributor,2023-06-01,2024-12-26,True,2ac4b09da06a4d0e,226,False,,,False,False,False,124777c3a0be4896,
fa4894007b794a2c,danielle.dean@rodriguezgro.com,Danielle,Dean,,"Smith, Robertson and Allen",New,Web,CISO,Individual Contributor,2023-06-01,,True,,291,False,,,False,False,False,d14f6b1b979047fe,
e4d00aa7d627429f,john62@outlook.com,Douglas,Patterson,,"Villegas, Jones and Fox",MQL,Webinar,Economic Buyer,,2022-01-15,2025-01-25,True,c26e0c00f198482b,176,False,,,False,False,False,6e4e0179219a47d1,
aca80f971b3349d1,myerstheodore@yahoo.com,William,Mcneil,Naval architect,King-Smith,Qualified,Web,Non-Prospect,,2023-12-27,,True,8ab8089b41044dcd,4,False,,,True,False,False,d60e83d4aaf84797,
341602abd5d14d35,brianna.smith@williams-har.com,Kristina,Cooper,Learning mentor,Williams PLC,Disqualified,Referral,Champion,Individual Contributor,2023-04-18,,True,cae1c536432447b3,3,False,,,False,False,False,b584263ac2f14f6c,
00ed5270e92049f1,contact@marshall.com,Matthew,Day,Biomedical scientist,"Parsons, Ellis and Carter",New,Event,,,2023-10-15,,True,3ccdae2620284458,29,False,,,False,False,False,c7fe60d17ed940ef,
3e8ceabc6797494d,bradley.gonzalez@stewartllc.com,Bradley,Gonzalez,"Scientist, biomedical",Hays-Daniels,Disqualified,Event,Champion,Director,2024-03-10,,True,43580c79aa744c18,183,False,,,False,False,False,2d2768a58ef54c89,
6f91acdf95c04644,justinatkins@mail.ru,Jon,Mullins,Art gallery manager,"Rivera, Martinez and Richardson",MQL,Referral,Economic Buyer,Individual Contributor,2022-01-15,2025-02-11,True,c4d63c4b69cb46f3,60,False,,,False,False,False,11ceb449cc7d4988,
5c5a0f6030384288,lmorgan@gmx.de,Pamela,Paul,,"Jimenez, Glass and Stone",New,Content Syndication,Non-Prospect,Individual Contributor,2023-06-01,,True,,234,False,,,False,False,False,14e52283fbbf4c2a,
0ec5161fa6984c94,jordanwanda@yahoo.com,Laurie,Acosta,,"Carter, Garcia and Murphy",Recycled,Content Syndication,Technical Buyer,,2022-01-15,,True,91cfea350f644b72,2,True,Bad Data,2024-05-12,False,False,False,95d0c4c8b63a4dee,
cfa3193d17ba4b71,kenneth.griffin@simmonsnorri.com,Kenneth,Griffin,Archivist,"Berg, Gomez and Bolton",MQL,Purchased List,,C-Level,2023-07-02,2025-01-22,True,186e4704b0d94734,233,False,,,True,True,False,ad575c2b40b54cb7,
9642116fc89c4e04,joshua.whitney@jonesltd.com,Joshua,Whitney,"Optician, dispensing",Palmer-Brady,MQL,Webinar,,Individual Contributor,2022-12-27,2025-03-04,True,f711c644636f43f2,187,False,,,False,False,False,cc3eb7dc532f4c62,
8db58b1b80cf4a3b,ernest.johnson@gregorykiman.com,Ernest,Johnson,,"Diaz, Reyes and Bradley",Attempted,Referral,,Individual Contributor,2024-03-10,,True,76bf69e3ae184839,4,False,,,False,False,False,,
b49af152740a45e6,cassie.shelton@watson-hines.com,Cassie,Shelton,,Moreno Group,MQL,Webinar,Technical Buyer,VP,2022-01-15,2025-03-10,True,1ba7aa236b654adc,82,False,,,False,False,False,df6c63afbf9d4157,
a73a7216e4584bbb,johnsonjacob@outlook.com,Leonard,Ramirez,,Mcintyre-Wilson,MQL,Partner,,Individual Contributor,2022-01-15,2025-04-05,True,1e191a197ac343fc,25,False,,,False,False,False,94d526cc9d8d4d89,
9b1b805d05864545,wendymitchell@gmail.com,Kimberly,Padilla,Recycling officer,Martinez Inc,Attempted,Purchased List,,,2022-01-15,,True,5f717f4704bc4fe0,190,False,,,False,False,False,,
b157b34bc1b041d2,zosborn@gmail.com,Shannon,Roach,IT consultant,"Reed, Brown and Daniels",Qualified,Partner,Economic Buyer,Individual Contributor,2024-03-10,,True,15708db845724f5b,194,True,Personal Email,2024-07-28,False,False,False,,
be36002751a749e7,patricia.york@mckinneygrav.com,Patricia,York,Medical illustrator,"Walker, Galloway and Conner",MQL,Web,End User,Manager,2024-03-10,2024-11-08,True,2fc1afec34144c60,173,False,,,False,False,False,ffd3cb287c604c9d,
1ec46331d5ad4ed7,joel.snyder@spencer-wood.com,Joel,Snyder,,Salazar Inc,MQL,Event,End User,Individual Contributor,2024-12-11,2025-03-21,True,db686455f23d458b,164,False,,,False,False,False,,
3ebb795e9dd84e95,cameron.sanders@higginsfoxan.com,Cameron,Sanders,"Teacher, special educational needs",Martinez LLC,MQL,Referral,Economic Buyer,C-Level,2023-06-01,2024-12-24,True,648561248acd4a42,46,False,,,False,True,False,3ab83df5354e4752,
a161837b38a34bd9,spam_cluster@example.com,Dawn,Cole,"Education officer, environmental",Reynolds Inc,New,Referral,Champion,Director,2024-03-10,,True,afd567132c06450f,174,False,,,True,False,False,11ceb449cc7d4988,
7d2e5a80a1eb42ff,fred53@outlook.com,Marie,Holmes,Logistics and distribution manager,"Jacobson, Singleton and King",MQL,Partner,Technical Buyer,Manager,2024-03-10,2025-01-20,True,1a6ed02276474d50,23,False,,,False,False,False,7a1313cef6c94a1e,
dca06f07ba7b4ced,cynthia.pierce@weberplc.com,Cynthia,Pierce,,Shaw and Sons,Disqualified,Referral,Economic Buyer,Manager,2024-03-10,,True,b9fbc0fe0a624adc,65,False,,,False,False,False,61761a4a5f2542fc,
586028badf994db9,brittany.carpenter@hopkinsltd.com,Brittany,Carpenter,Trade union research officer,Kirby-Elliott,Attempted,Event,Economic Buyer,,2023-06-01,,True,,280,False,,,False,False,False,9d8e915d08b04fcd,
fb24ba2a9b8d4a41,sales@fry.com,Marcia,Johnson,,"Butler, Fowler and Jimenez",MQL,Referral,,Director,2024-03-10,2025-04-01,True,100d409f31a14510,273,False,,,False,False,False,eca6b757db81486f,
