entity_id,entity_type,first_name,last_name,email,email_type,title,job_persona,job_level,company,lead_status,readiness_score,priority_tier,is_actionable,engagement_component,account_component,persona_component,intent_component,real_responses_30d,real_responses_90d,webinar_event_attended_90d,days_since_last_response,auto_share,real_engagements,total_engagements,pct_responses_30d,pct_responses_90d,pct_webinar_90d,pct_recency,account_id,is_icp_qualified,is_named_account,intent_score,employee_count,annual_revenue,industry,pct_employee_count,pct_annual_revenue,pct_intent,mkto_score,mkto_score_normalized,mql_date,is_mql,dq_flags,flag_count,has_opted_out,email_bounced,no_longer_with_company,is_disqualified,dq_reason,score_explanation,_archetype,rank
99496da2ef2047a8,lead,Debra,Johnson,kelsey90@rediffmail.com,free_email,,,Individual Contributor,,Recycled,67.0,Call Now,True,0.6768,0.7432,0.35,0.8674,7,11,5,6,0.531,23,49,0.9342762063227953,0.9517470881863561,0.9725457570715474,0.8269550748752079,689303a6de3c4130,True,False,86.0,9713.0,1911331258.92,Financial Services,0.8604187437686939,0.8554336989032901,0.8673978065802592,232,77.33333333333333,,False,FREE_EMAIL|INCOMPLETE_PROFILE,2,False,False,False,False,,engaged in last 7 days | attended 5 webinar/event(s) in 90d | 7 real responses in 30d | ICP-qualified account | high account intent (86) | flags: FREE_EMAIL|INCOMPLETE_PROFILE,,11
f8549acfd19142e7,lead,Anthony,Small,anthony.small@robertsfryea.com,corporate,,End User,Director,,MQL,66.0,Call Now,True,0.6787,0.7753,0.575,0.5314,9,11,5,1,0.597,27,67,0.9642262895174709,0.9517470881863561,0.9725457570715474,0.9816971713810316,51fda49d72334d69,True,False,42.0,21604.0,5840728921.39,Financial Services,0.9117647058823529,0.9646061814556331,0.5314057826520439,201,67.0,2025-01-16,True,BROKEN_CONV_LINK,1,False,False,False,False,,engaged in last 7 days | attended 5 webinar/event(s) in 90d | 9 real responses in 30d | Director End User | ICP-qualified account | flags: BROKEN_CONV_LINK,,12
5f68bd241178418b,lead,Tony,Rivera,emilyyoung@gmail.com,free_email,Higher education careers adviser,,Director,,Attempted,66.0,Call Now,True,0.5769,0.851,0.55,0.7891,4,6,1,11,0.553,17,38,0.8685524126455907,0.870216306156406,0.7146422628951747,0.7362728785357737,295c66745123441e,True,True,80.0,1943.0,382984785.57,Financial Services,0.6121635094715853,0.6430707876370887,0.7891326021934197,86,28.666666666666668,,False,OPT_OUT|FREE_EMAIL,2,True,False,False,False,,engaged in last 30 days | attended 1 webinar/event(s) in 90d | 4 real responses in 30d | named target account | ICP-qualified account | high account intent (80) | flags: OPT_OUT|FREE_EMAIL,,12
3feb91ccfcfb451f,lead,Kimberly,Maldonado,kimberly.maldonado@atkinsolsona.com,corporate,Museum/gallery exhibitions officer,Economic Buyer,Individual Contributor,,MQL,65.8,Call Now,True,0.735,0.5517,0.575,0.6286,12,18,10,1,0.521,34,71,0.997504159733777,0.9966722129783694,1.0,0.9816971713810316,ec2eb3791de440bc,False,True,58.0,560.0,41606879.81,Telecommunications,0.423728813559322,0.3349950149551346,0.6286141575274178,117,39.0,2024-12-11,True,,0,False,False,False,False,,engaged in last 7 days | attended 10 webinar/event(s) in 90d | 12 real responses in 30d | Individual Contributor Economic Buyer | named target account,,14
91f39ee4b85845a0,lead,Lisa,White,lisa.white@ross-bryant.com,corporate,Musician,,Director,,Disqualified,65.3,Call Now,True,0.6657,0.4554,0.55,0.9751,6,6,2,1,0.524,10,21,0.9118136439267887,0.870216306156406,0.8444259567387687,0.9816971713810316,2c8f14581a284acd,False,False,99.0,3594.0,282152935.89,Telecommunications,0.6660019940179461,0.6111665004985045,0.9750747756729811,112,37.333333333333336,,False,,0,False,False,False,False,,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 6 real responses in 30d | high account intent (99),,15
2989ceaedfbd4e39,lead,Allen,Rivera,allen.rivera@whitneyplc.com,corporate,Insurance account manager,CISO,C-Level,,MQL,65.2,Call Now,True,0.5048,0.5184,1.0,0.9751,2,3,1,23,0.6,8,20,0.7670549084858569,0.7861896838602329,0.7146422628951747,0.6164725457570716,ed46b7e1981c4815,False,False,99.0,8243.0,977785443.45,Insurance,0.8125623130608175,0.7796610169491526,0.9750747756729811,15,5.0,2025-04-08,True,,0,False,False,False,False,,engaged in last 30 days | attended 1 webinar/event(s) in 90d | 2 real responses in 30d | C-Level CISO | high account intent (99),,16
781bc30af1a4488a,contact,Todd,Esparza,clucas@yahoo.com,free_email,"Engineer, drilling",End User,Director,,MQL,65.0,Call Now,True,0.622,0.5186,0.575,0.992,2,3,2,8,0.417,7,12,0.7543640897755611,0.7618453865336658,0.8466334164588528,0.7805486284289277,475ce8a925de4fb3,False,True,100.0,5796.0,1598831967.2,Legal,0.751246261216351,0.8419740777666999,0.9920239282153539,81,40.5,2025-04-01,True,FREE_EMAIL,1,False,False,False,False,,engaged in last 30 days | attended 2 webinar/event(s) in 90d | 2 real responses in 30d | Director End User | named target account | high account intent (100) | flags: FREE_EMAIL,,17
6141790e321f45cd,lead,Donald,Williams,donald.williams@carlsonmedin.com,corporate,,Technical Buyer,Individual Contributor,,MQL,64.4,Call Now,True,0.6892,0.5378,0.6,0.678,3,4,2,2,0.4,6,10,0.831946755407654,0.8352745424292846,0.8444259567387687,0.9342762063227954,ad9e507474884f1b,False,False,66.0,8767.0,1988593719.84,Government,0.8295114656031904,0.8594217347956131,0.6779661016949152,192,64.0,2024-12-05,True,,0,False,False,False,False,,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 3 real responses in 30d | Individual Contributor Technical Buyer,,18
d9a8226710c34690,contact,Leslie,Vang,leslie.vang@petersltd.com,corporate,Printmaker,Champion,Director,,Active,64.2,Call Now,True,0.6021,0.7663,0.7,0.5503,8,11,2,6,0.652,23,66,0.9551122194513716,0.956359102244389,0.8466334164588528,0.8154613466334164,ab25cc7830cb4791,False,True,44.0,32060.0,2422215366.31,Government,0.9376869391824526,0.8938185443668993,0.5503489531405783,116,57.99999999999999,,False,,0,False,False,False,False,,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 8 real responses in 30d | Director Champion | named target account,,19
7dda89aa4f0d4a42,contact,Nina,Kowalski,security.manager@highintent.com,corporate,Security Manager,Technical Buyer,Manager,,Active,64.1,Call Now,True,0.6509,0.3063,0.7,0.992,2,2,0,6,0.0,2,2,0.7543640897755611,0.6945137157107232,0.33915211970074816,0.8154613466334164,3f39b0af3d2e4661,False,False,100.0,220.0,16962140.1,Government,0.3070787637088734,0.22432701894317048,0.9920239282153539,55,27.500000000000004,,False,,0,False,False,False,False,,engaged in last 7 days | 2 real responses in 30d | Manager Technical Buyer | high account intent (100),,20
e3a388cdc15948bd,contact,Lee,Evans,lesterrichard@yahoo.com,free_email,Medical physicist,End User,Individual Contributor,,Active,64.0,Call Now,True,0.6261,0.6229,0.375,0.9751,4,5,2,4,0.536,13,28,0.8678304239401496,0.8553615960099751,0.8466334164588528,0.8516209476309227,15f83994f0344e83,True,False,99.0,1815.0,160100818.1,Technology,0.6051844466600199,0.5094715852442672,0.9750747756729811,145,72.5,,False,FREE_EMAIL,1,False,False,False,False,,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 4 real responses in 30d | Individual Contributor End User | ICP-qualified account | high account intent (99) | flags: FREE_EMAIL,,21
d660cf4b83dd42fd,lead,Melissa,Mitchell,joshuawhitehead@yahoo.com,free_email,,Non-Prospect,C-Level,,New,63.9,Blocked,False,0.5854,0.6229,0.5,0.9751,1,3,1,18,0.333,4,6,0.6464226289517471,0.7861896838602329,0.7146422628951747,0.6622296173044926,15f83994f0344e83,True,False,99.0,1815.0,160100818.1,Technology,0.6051844466600199,0.5094715852442672,0.9750747756729811,115,38.333333333333336,,False,NON_PROSPECT|FREE_EMAIL,2,False,False,False,False,,engaged in last 30 days | attended 1 webinar/event(s) in 90d | 1 real responses in 30d | ICP-qualified account | high account intent (99) | flags: NON_PROSPECT|FREE_EMAIL,,22
f80f40ebf6124756,contact,Sarah,Durham,sarah.durham@freemansmith.com,corporate,"Administrator, charities/voluntary organisations",Non-Prospect,Manager,,MQL,63.8,Blocked,False,0.7871,0.384,0.275,0.841,3,3,3,18,0.0,3,3,0.8254364089775561,0.7618453865336658,0.9064837905236908,0.6546134663341645,4883fd135cf34e68,False,False,84.0,40167.0,5519532483.68,Manufacturing,0.9666001994017946,0.9536390827517448,0.8409770687936191,0,0.0,2025-02-11,True,NON_PROSPECT|BROKEN_CONV_LINK,2,False,False,False,False,,engaged in last 30 days | attended 3 webinar/event(s) in 90d | 3 real responses in 30d | high account intent (84) | flags: NON_PROSPECT|BROKEN_CONV_LINK,,23
13e1a00cc5794a0e,contact,Brian,Hernandez,isaacharrison@hotmail.com,free_email,,,Director,,MQL,63.0,Call Now,True,0.6091,0.584,0.55,0.841,5,7,3,14,0.567,13,30,0.899002493765586,0.8977556109725686,0.9064837905236908,0.6970074812967582,c5fe231ec72a4d48,False,True,84.0,33701.0,6549386161.82,Media,0.9506480558325024,0.9695912263210369,0.8409770687936191,123,61.5,2025-04-11,True,FREE_EMAIL|INCOMPLETE_PROFILE,2,False,False,False,False,,engaged in last 30 days | attended 3 webinar/event(s) in 90d | 5 real responses in 30d | named target account | high account intent (84) | flags: FREE_EMAIL|INCOMPLETE_PROFILE,,24
4b772f636355433d,contact,Donna,May,donna.may@brownwelchan.com,corporate,"Scientist, product/process development",Champion,Manager,,Qualified,62.9,Call Now,True,0.5618,0.5482,0.6,0.992,1,5,2,20,0.5,8,16,0.6471321695760599,0.8553615960099751,0.8466334164588528,0.6471321695760599,f16e9a908c10417b,False,False,100.0,14576.0,1735445535.88,Government,0.8878364905284147,0.8529411764705882,0.9920239282153539,164,82.0,,False,,0,False,False,False,False,,engaged in last 30 days | attended 2 webinar/event(s) in 90d | 1 real responses in 30d | Manager Champion | high account intent (100),,25
36d0fc368d7e438f,contact,Lauren,Gonzalez,lauren.gonzalez@richardson-l.com,corporate,Multimedia programmer,End User,Director,,Active,62.5,Call Now,True,0.5722,0.5186,0.575,0.992,2,3,1,18,0.429,8,14,0.7543640897755611,0.7618453865336658,0.743142144638404,0.6546134663341645,475ce8a925de4fb3,False,True,100.0,5796.0,1598831967.2,Legal,0.751246261216351,0.8419740777666999,0.9920239282153539,34,17.0,,False,OPT_OUT,1,True,False,False,False,,engaged in last 30 days | attended 1 webinar/event(s) in 90d | 2 real responses in 30d | Director End User | named target account | high account intent (100) | flags: OPT_OUT,,26
5f71c78f23214398,lead,Angela,Carlson,haynescharles@yahoo.com,free_email,,CISO,,,Disqualified,62.1,Call Now,True,0.5097,0.7127,0.675,0.8136,2,2,1,1,0.714,2,7,0.7670549084858569,0.7071547420965059,0.7146422628951747,0.9816971713810316,cd5d7d18041a4161,False,True,82.0,7574.0,830651851.28,Government,0.8020937188434696,0.7612163509471586,0.8135593220338984,76,25.333333333333336,,False,FREE_EMAIL|AUTOMATION_INFLATED|INCOMPLETE_PROFILE,3,False,False,False,False,,engaged in last 7 days | attended 1 webinar/event(s) in 90d | 2 real responses in 30d | ⚠ engagement mostly automated emails | nan CISO | named target account | high account intent (82) | flags: FREE_EMAIL|AUTOMATION_INFLATED|INCOMPLETE_PROFILE,,27
fdd4570b56f948c5,lead,Rachel,Morris,rachel.morris@jonesllc.com,corporate,Textile designer,Champion,Individual Contributor,,MQL,61.8,Call Now,True,0.6732,0.3629,0.5,0.8923,8,12,2,2,0.541,17,37,0.9525790349417638,0.9600665557404326,0.8444259567387687,0.9342762063227954,1c2c7771838d4403,False,False,90.0,20091.0,3507765566.27,Media,0.8983050847457628,0.9162512462612163,0.8923230309072782,228,76.0,2025-03-05,True,,0,False,False,False,False,,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 8 real responses in 30d | Individual Contributor Champion | high account intent (90),,28
7a1fca6565744cd6,lead,Diane,Miller,diane.miller@meyer-gregor.com,corporate,Ergonomist,,Individual Contributor,,Disqualified,61.8,Call Now,True,0.6594,0.7663,0.35,0.5503,6,12,5,2,0.604,21,53,0.9118136439267887,0.9600665557404326,0.9725457570715474,0.9342762063227954,ab25cc7830cb4791,False,True,44.0,32060.0,2422215366.31,Government,0.9376869391824526,0.8938185443668993,0.5503489531405783,132,44.0,,False,,0,False,False,False,False,,engaged in last 7 days | attended 5 webinar/event(s) in 90d | 6 real responses in 30d | named target account,,28
431d0a0c11d043c5,lead,Timothy,Hinton,timothy.hinton@cooperthornt.com,corporate,,Champion,Manager,,New,61.7,Call Now,True,0.6485,0.7075,0.6,0.4093,3,3,2,3,0.455,6,11,0.831946755407654,0.7861896838602329,0.8444259567387687,0.8951747088186356,252a4324713a470b,True,False,30.0,6960.0,825799557.64,Healthcare,0.7831505483549352,0.7542372881355932,0.40927218344965105,112,37.333333333333336,,False,,0,False,False,False,True,Personal Email,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 3 real responses in 30d | Manager Champion | ICP-qualified account,,30
5a714aaf7208405b,contact,Madeline,Shepard,madeline.shepard@mclaughlin-h.com,corporate,Learning mentor,Champion,VP,,Nurture,61.5,Call Now,True,0.6309,0.7769,0.775,0.1874,8,11,5,2,0.672,22,67,0.9551122194513716,0.956359102244389,0.972568578553616,0.9164588528678305,80b9756d5130404e,True,False,9.0,41309.0,3243656424.05,Healthcare,0.9760717846460618,0.9082751744765702,0.18743768693918245,31,15.5,,False,,0,False,False,False,False,,engaged in last 7 days | attended 5 webinar/event(s) in 90d | 8 real responses in 30d | VP Champion | ICP-qualified account,,31
192ad006dd814c60,contact,John,Arnold,john.arnold@lee-greene.com,corporate,Copy,Economic Buyer,Manager,,Qualified,61.5,Call Now,True,0.6852,0.1454,0.675,0.9501,12,20,8,1,0.614,27,70,0.9912718204488778,0.9975062344139651,0.9937655860349127,0.972568578553616,fbd6e881517a44c4,False,False,97.0,395.0,52076075.86,Education,0.3698903290129611,0.35692921236291125,0.9501495513459621,121,60.5,,False,EMAIL_BOUNCED|BROKEN_CONV_LINK,2,False,True,False,False,,engaged in last 7 days | attended 8 webinar/event(s) in 90d | 12 real responses in 30d | Manager Economic Buyer | high account intent (97) | flags: EMAIL_BOUNCED|BROKEN_CONV_LINK,,31
b31900a4a96449cf,contact,Dennis,Sanchez,dennis.sanchez@riverainc.com,corporate,"Production assistant, television",End User,,,Active,61.4,Call Now,True,0.6291,0.6257,0.375,0.7891,1,2,0,5,0.0,3,3,0.6471321695760599,0.6945137157107232,0.33915211970074816,0.8354114713216958,5aa70c47cf8a4798,True,False,80.0,983.0,224864863.77,Healthcare,0.5428713858424726,0.5857427716849452,0.7891326021934197,145,72.5,,False,BROKEN_CONV_LINK,1,False,False,False,False,,engaged in last 7 days | 1 real responses in 30d | nan End User | ICP-qualified account | high account intent (80) | flags: BROKEN_CONV_LINK,,33
9d9c18ea82f74155,contact,Michael,Anderson,mark62@outlook.com,free_email,,,VP,,MQL,61.0,Call Now,True,0.6194,0.3716,0.625,0.8829,5,7,4,3,0.63,10,27,0.899002493765586,0.8977556109725686,0.9463840399002493,0.8740648379052369,bdd89c0f129a4920,False,False,89.0,418.0,125047987.98,Telecommunications,0.3843469591226321,0.47357926221335994,0.882851445663011,180,90.0,2025-02-12,True,FREE_EMAIL|BROKEN_CONV_LINK|INCOMPLETE_PROFILE,3,False,False,False,False,,engaged in last 7 days | attended 4 webinar/event(s) in 90d | 5 real responses in 30d | high account intent (89) | flags: FREE_EMAIL|BROKEN_CONV_LINK|INCOMPLETE_PROFILE,,34
b5c5be6cd5244f0b,contact,Vanessa,Reed,vanessa.reed@anderson-woo.com,corporate,,Economic Buyer,Individual Contributor,,MQL,60.9,Call Now,True,0.6883,0.4714,0.575,0.5628,6,11,2,14,0.39,25,41,0.9201995012468828,0.956359102244389,0.8466334164588528,0.6970074812967582,8a4c192396b94fd1,False,False,45.0,3883.0,417529977.63,Telecommunications,0.6889332003988036,0.6679960119641076,0.5628115653040877,104,52.0,2025-01-18,True,BROKEN_CONV_LINK,1,False,False,False,False,,engaged in last 30 days | attended 2 webinar/event(s) in 90d | 6 real responses in 30d | Individual Contributor Economic Buyer | flags: BROKEN_CONV_LINK,,35
daeec39b83a04b33,lead,Sarah,Chen,vp.security@targetcorp.com,corporate,VP of Security,CISO,VP,,MQL,60.8,Call Now,True,0.4959,0.8357,0.95,0.334,3,3,3,4,0.833,3,18,0.831946755407654,0.7861896838602329,0.9118136439267887,0.8693843594009983,15074f19aba6405e,True,True,27.0,1357.0,268174584.85,Financial Services,0.5792622133599202,0.5992023928215354,0.3339980059820538,245,81.66666666666667,2025-04-20,True,AUTOMATION_INFLATED,1,False,False,False,False,,engaged in last 7 days | attended 3 webinar/event(s) in 90d | 3 real responses in 30d | ⚠ engagement mostly automated emails | VP CISO | named target account | ICP-qualified account | flags: AUTOMATION_INFLATED,persona_1_vp_security_recent,36
19a5aeaf769d4fbb,contact,Sandra,Barron,sandra.barron@vaughn-fowle.com,corporate,Hotel manager,CISO,,,Attempted,60.6,Call Now,True,0.6621,0.3631,0.675,0.6725,3,5,2,2,0.462,7,13,0.8254364089775561,0.8553615960099751,0.8466334164588528,0.9164588528678305,844ccdc969e1457f,False,False,65.0,14550.0,4244559115.98,Retail,0.8843469591226321,0.9312063808574277,0.672482552342971,134,67.0,,False,NO_LONGER_WITH_COMPANY|BROKEN_CONV_LINK,2,False,False,True,False,,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 3 real responses in 30d | nan CISO | flags: NO_LONGER_WITH_COMPANY|BROKEN_CONV_LINK,,37
22fcf6c2c9494619,contact,Amy,Brennan,amy.brennan@marshnelsona.com,corporate,,,Individual Contributor,,Attempted,60.5,Call Now,True,0.7176,0.3492,0.35,0.8285,5,7,4,1,0.455,12,22,0.899002493765586,0.8977556109725686,0.9463840399002493,0.972568578553616,a49011ff86b645a4,False,True,83.0,417.0,63707412.28,Media,0.37686939182452645,0.36889332003988035,0.8285144566301097,37,18.5,,False,INCOMPLETE_PROFILE,1,False,False,False,False,,engaged in last 7 days | attended 4 webinar/event(s) in 90d | 5 real responses in 30d | named target account | high account intent (83) | flags: INCOMPLETE_PROFILE,,38
4cca4480a0e342fc,lead,Edgar,Serrano,edgar.serrano@brownschneid.com,corporate,,,VP,,New,60.5,Call Now,True,0.5367,0.584,0.625,0.841,3,5,2,12,0.682,7,22,0.831946755407654,0.8552412645590682,0.8444259567387687,0.7262895174708819,c5fe231ec72a4d48,False,True,84.0,33701.0,6549386161.82,Media,0.9506480558325024,0.9695912263210369,0.8409770687936191,162,54.0,,False,INCOMPLETE_PROFILE,1,False,False,False,False,,engaged in last 30 days | attended 2 webinar/event(s) in 90d | 3 real responses in 30d | named target account | high account intent (84) | flags: INCOMPLETE_PROFILE,,38
1b83707d538e469a,contact,Nathan,Washington,nathan.washington@mccall-marti.com,corporate,Engineering geologist,Non-Prospect,C-Level,,Nurture,60.4,Blocked,False,0.6517,0.6698,0.5,0.4586,1,4,2,2,0.385,8,13,0.6471321695760599,0.8179551122194514,0.8466334164588528,0.9164588528678305,f4ceb9ab147a4a93,True,False,33.0,2357.0,671295484.94,Healthcare,0.6256231306081754,0.7233300099700898,0.45862412761714855,36,18.0,,False,OPT_OUT|NON_PROSPECT,2,True,False,False,False,,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 1 real responses in 30d | ICP-qualified account | flags: OPT_OUT|NON_PROSPECT,,40
7091bbbdc57c4a1f,contact,William,Johnston,william.johnston@martin-brown.com,corporate,IT consultant,CISO,C-Level,,Attempted,60.4,Call Now,True,0.5409,0.2748,1.0,0.8569,1,3,2,5,0.6,6,15,0.6471321695760599,0.7618453865336658,0.8466334164588528,0.8354114713216958,0000024fcc2d43e2,False,False,85.0,3882.0,487692887.26,Legal,0.6834496510468594,0.6904287138584247,0.8569292123629113,63,31.5,,False,OPT_OUT|NO_LONGER_WITH_COMPANY,2,True,False,True,False,,engaged in last 7 days | attended 2 webinar/event(s) in 90d | 1 real responses in 30d | C-Level CISO | high account intent (85) | flags: OPT_OUT|NO_LONGER_WITH_COMPANY,,40
