contact_id,account_id,email,first_name,last_name,title,contact_status,job_persona,job_level,created_date,mql_date,mkto_contact_score,is_mql,has_lead_origin,primary_lead_id,no_longer_with_company,has_opted_out,email_bounced
0cdf889ea2874a69,,ocarter@gmx.de,Eric,Ortiz,Homeopath,MQL,Technical Buyer,,2023-06-30,2024-11-12,196,True,True,b8f045c7aa024e64,True,True,False
f2863ce20272428f,,jesus.baker@lawrencelara.com,Jesus,Baker,,MQL,End User,Individual Contributor,2025-01-19,2024-12-14,125,True,True,198a6ceb69444b8b,False,False,False
1c45956a3c61449b,206a595accfd48c3,douglas.brown@larson-hollo.com,Douglas,Brown,Homeopath,MQL,End User,Individual Contributor,2023-06-01,2024-12-06,73,True,True,98acaba0bbaf42ef,False,False,False
6975cee7e3aa4de7,4c6ff1a2f55049f8,holly.bender@fernandezkim.com,Holly,Bender,Podiatrist,Active,,VP,2022-01-15,,142,False,True,0b1d80cb28034dc6,False,False,False
431a5f9c02c64c87,82093ea79b354ada,suzanne.huff@matthewssmit.com,Suzanne,Huff,Geophysical data processor,MQL,Champion,Manager,2025-02-24,2024-11-04,99,True,True,8a5ba8f16c124c9b,False,False,False
05280c30ffd94cdb,206a595accfd48c3,denise.moon@sheagroup.com,Denise,Moon,Regulatory affairs officer,Active,Economic Buyer,,2024-07-28,,113,False,True,63f9497121424eb6,False,False,False
897688083bca4ae1,f7bb6cf3605a4e3e,mathew.santiago@riveraltd.com,Mathew,Santiago,Research scientist (life sciences),Active,,,2024-09-20,,3,False,True,2e655dbbca954bec,True,False,False
1b812b5448af43e9,542689c6d93f4be6,kathleen.johnson@edwardsllc.com,Kathleen,Johnson,Commercial art gallery manager,MQL,,,2024-10-04,2025-01-23,164,True,True,052dfeba9d67404d,False,False,True
9ca425650d134790,cebfdafefd3c496b,aaron.booth@gutierrez-lo.com,Aaron,Booth,Medical illustrator,Active,,,2023-06-01,,168,False,True,b39439d8198e485b,False,True,False
bb19e4e28a794890,73d25b49db3c4bb2,james.dunn@kim-wolfe.com,James,Dunn,Community development worker,Active,Non-Prospect,,2024-07-24,,140,False,True,7179be4f00314a61,False,False,False
9a060d3871fc4bd4,294a30b099d142c1,lauren.mckinney@pierce-tran.com,Lauren,Mckinney,Chief Financial Officer,Active,,,2024-02-07,,185,False,True,0c359dd4aa8f438f,False,False,True
0c8a0e954d17484f,54c5e92a47134df5,info@jimenez.com,Steven,Wilson,Sales executive,Active,,,2022-01-15,,99,False,True,82ea3cb78ff94496,False,False,False
963b803f0c8e4850,674a5f9ffe044852,john.arnold@lee-greene.com,John,Arnold,Copy,Qualified,Economic Buyer,Manager,2022-01-15,,121,False,True,6bca169a916049d3,False,False,True
8499e226a5a54e79,c6d5f75384fb43ac,matthew.french@hoover-campb.com,Matthew,French,Hydrogeologist,MQL,,Individual Contributor,2023-06-01,2024-11-19,64,True,True,315d0e3633d04f28,False,False,False
4681f67071954396,,sean.washington@arnold-danie.com,Sean,Washington,,MQL,,,2024-10-27,2024-11-18,57,True,True,398e4a7e9a2d4839,False,False,True
0001b0b07e854e1f,e3208a541dbb4d58,contact@williams-garner.biz,John,Reyes,Nature conservation officer,Attempted,End User,,2024-02-29,,94,False,True,cf1ec3278b3448c7,False,False,True
2a7209abf7c04d1b,c180adecefb24cb8,molly71@gmail.com,Tammie,Martinez,Secondary school teacher,MQL,Economic Buyer,Individual Contributor,2022-01-15,2024-11-21,102,True,True,110834ea016b439c,False,False,False
292cdd35be3947a7,ca147e09badd4026,harrisontanya@yahoo.com,Monica,Booker,,Attempted,,VP,2024-02-11,,113,False,True,23eb148da0d944f6,False,False,False
795886aa47d946ff,dc1baae87b5e441c,melissa.villarreal@finley-sims.com,Melissa,Villarreal,Ranger/warden,Nurture,,Individual Contributor,2023-06-01,,48,False,True,090f558bb0e24a46,False,False,False
3fb54078bf874305,37f1e4d20c884876,hamiltoncorey@yahoo.com,Samantha,Bright,Chiropodist,Active,,Individual Contributor,2023-07-08,,195,False,True,13b04c639f7d42c4,False,False,True
a88414d9f7844cff,de39ace6e146477e,anthony.nguyen@carterllc.com,Anthony,Nguyen,Plant breeder/geneticist,MQL,,Director,2023-06-01,2024-11-22,115,True,True,646fa08d6e0344a9,False,True,False
d46aac4cdc0f4c0e,08499d2018674305,ashlee.sparks@thompsonplc.com,Ashlee,Sparks,Museum/gallery exhibitions officer,Nurture,Non-Prospect,Manager,2024-09-09,,40,False,True,d21d5be0a5514f20,False,True,False
6ef683be52464cbf,08499d2018674305,jesse.little@scott-smith.com,Jesse,Little,"Psychologist, occupational",MQL,Champion,Manager,2024-01-04,2024-11-11,52,True,True,6201906b00e54f58,True,True,True
beab02edc1df463e,9c1782bd9db14c2f,scott.reed@evanshaydena.com,Scott,Reed,"Programmer, multimedia",MQL,Technical Buyer,,2022-01-15,2025-02-27,105,True,True,4f198b5fb36d4849,False,False,False
bdac28a055db4a56,a2c929714d1f4852,bailey40@hotmail.com,Timothy,Young,Occupational hygienist,Qualified,,,2024-11-19,,195,False,True,f2c03495d40247a9,False,False,False
9afc587c68604f2a,7fa7795bb25b4161,kimberly.beltran@mcgeewalland.com,Kimberly,Beltran,Event organiser,MQL,,Director,2023-05-10,2025-04-07,13,True,True,78a2fd1b0d364a9a,True,True,True
1b207934c9bb4451,fe02e881caac4842,john.campos@beckertaylor.com,John,Campos,Archaeologist,MQL,,,2023-06-01,2025-04-14,54,True,True,a581b459ae684c52,True,False,True
5601a9f012684a36,291da1b67d17420c,mark62@outlook.com,Michael,Anderson,,MQL,,VP,2024-05-13,2025-02-12,180,True,True,497aff9e93aa4ff3,False,False,False
1cdaa3657b0b46df,4d9212f629544ab8,alyssa.mcintyre@scottgroup.com,Alyssa,Mcintyre,,MQL,End User,,2022-01-15,2024-12-10,104,True,True,dfa1c5c9adf74563,False,False,False
9c797a8f036a4bcb,554468d9beff4e90,michelleramsey@outlook.com,Charles,Webster,Occupational psychologist,Nurture,Technical Buyer,Manager,2024-06-18,,169,False,True,dabd823faafe4837,False,False,False
3183a6e509324923,,amanda.gibson@currybakeran.com,Amanda,Gibson,Meteorologist,MQL,Non-Prospect,,2022-01-15,2024-11-05,196,True,True,57f541b6a9e548cd,False,False,False
e0c8fba807024f0e,,angel.henson@murphybishop.com,Angel,Henson,,Nurture,CISO,,2024-03-26,,5,False,True,da8a0600412549ad,False,False,False
91aaa70a1e244d41,cbd785d9a8444113,sophia.torres@wilson-young.com,Sophia,Torres,Soil scientist,Qualified,Technical Buyer,Director,2024-04-19,,34,False,True,1dfcdbdedadb4a9d,True,False,False
8997ae4807554be2,,ellen.paul@barnesnewton.com,Ellen,Paul,Patent examiner,MQL,,,2024-12-09,2025-04-09,162,True,True,bf03fc2e55b74337,False,False,False
e9b50e0034844ed9,,stephanie.johnson@robinson-wal.com,Stephanie,Johnson,Fashion designer,Active,End User,,2023-11-12,,106,False,True,72aa20d88b154bec,False,True,True
1f25eaf74ff64f43,9cb3b0419f3b41a0,amy.levine@brown-hill.com,Amy,Levine,Community education officer,MQL,Non-Prospect,Manager,2023-06-01,2025-02-28,42,True,True,1447809381dd45c6,False,False,True
bfed08ea59384bd0,ba682f95388d49d5,danielle.maddox@buchananands.com,Danielle,Maddox,Comptroller,MQL,Non-Prospect,Manager,2024-07-06,2025-02-20,110,True,True,56e28e1732384906,True,False,True
a4f9b7441e1c49bf,8748fc8ee24e4175,brenda.li@murphyandson.com,Brenda,Li,"Therapist, occupational",MQL,Champion,,2023-05-30,2024-11-22,141,True,True,b9e512181b554fb3,False,True,False
b49925fd15e642ac,4d460e953fee476b,vanessa.fernandez@rodriguezinc.com,Vanessa,Fernandez,,Active,Technical Buyer,C-Level,2022-01-15,,9,False,True,eda0c0cc651346ff,False,False,False
4b7252165d4c4f61,7c9888bee6f641e2,brianna.smith@williams-har.com,Brianna,Smith,Secondary school teacher,MQL,End User,Manager,2024-03-22,2025-02-02,200,True,True,42d29793524e4562,False,True,False
d24d53db93824f67,e1d05fbfe059420b,shane.cox@rodriguezgor.com,Shane,Cox,Armed forces logistics/support/administrative officer,MQL,Technical Buyer,Manager,2023-06-01,2025-01-05,72,True,True,0154e0c46a98448c,False,False,True
f2664533d8bd4515,5f2df9e291da4598,stephen.maynard@lutzgroup.com,Stephen,Maynard,,MQL,,Manager,2025-01-05,2025-03-29,29,True,True,b92d1968e9d34929,False,False,False
27555a2f585949cb,0ac1233ee7a44f3f,rachel.morris@jonesllc.com,Rachel,Morris,Textile designer,Qualified,Champion,Individual Contributor,2024-12-13,,146,False,True,0496f45c363e4d62,True,False,False
80ec5a72d3774427,d98f71a181cf4949,sgarcia@yahoo.com,Kenneth,Wagner,Colour technologist,MQL,Technical Buyer,,2025-03-23,2024-12-02,158,True,True,862a4f3b2ed54919,False,False,False
256248925cbb48f6,c171f3eb944e4e14,jason.hayes@gutierrezgro.com,Jason,Hayes,Oceanographer,MQL,Non-Prospect,,2023-12-17,2025-03-26,156,True,True,a1746869522c4b59,False,False,False
82adec2b2e6047b6,fb7db87146894868,larry.scott@mcdanielgrou.com,Larry,Scott,Broadcast engineer,MQL,End User,Manager,2022-01-15,2025-04-18,175,True,True,8cc1d19f27bd4d0b,True,True,False
fc2415e58d6744c9,ffd0dae2c74041be,ryan.garner@cain-hawkins.com,Ryan,Garner,Theatre director,Qualified,Technical Buyer,Manager,2024-03-01,,121,False,True,d2aea9cc10e14bdd,False,False,True
18039f3a2ae9466e,fe02e881caac4842,support@parrish-griffith.com,Morgan,Pugh,Tourism officer,MQL,Technical Buyer,Individual Contributor,2024-09-23,2024-12-22,15,True,True,24b1036ab12b4376,False,False,False
a3810268a0504ded,6023e7aea36f47bf,jason.douglas@boonellc.com,Jason,Douglas,"Surveyor, commercial/residential",Qualified,Economic Buyer,,2022-01-15,,147,False,True,df1b2e09eb024e9a,False,True,False
43b89f2743304d4f,f916ea30e0744727,jeremy.patterson@villegascard.com,Jeremy,Patterson,"Surveyor, hydrographic",Active,,,2025-01-14,,193,False,True,315fdd6cd72145cd,False,False,True
9748508c6a444ac3,f7bb6cf3605a4e3e,maria.adams@nelsonllc.com,Maria,Adams,,MQL,Champion,Manager,2023-08-04,2025-01-11,163,True,True,638a7dbc7f31402d,False,True,False
1205164e0ab243f6,82093ea79b354ada,ashley.morales@figueroainc.com,Ashley,Morales,"Chemist, analytical",MQL,End User,,2023-06-01,2025-03-20,174,True,True,a8da0195c6f14759,False,False,True
fbcf3e66efc547f8,ed495689b58c451a,eric.collins@frank-bradle.com,Eric,Collins,Chartered accountant,Attempted,Non-Prospect,Individual Contributor,2022-01-15,,158,False,True,07b0f55f2a624fe4,True,False,False
c1e0fbd0dc63460f,ee0ea07437bc4204,brandon.miller@stanley-tuck.com,Brandon,Miller,,MQL,End User,,2024-01-01,2025-01-28,22,True,True,529b3e20dbb84d70,False,True,True
37941efc5d034b1f,4c6ff1a2f55049f8,erika97@rediffmail.com,Daniel,Jordan,Secretary/administrator,Active,,,2023-07-21,,67,False,True,53cb232a962d4a03,True,True,False
3f91ad952b0d4f99,e1d05fbfe059420b,brian.harris@saundersllc.com,Brian,Harris,Horticultural consultant,MQL,CISO,Manager,2023-11-27,2025-03-13,125,True,True,2586e405e85a47fe,False,True,False
f1ef2b6aec614896,dad8446037794954,ryan.anderson@padillamason.com,Ryan,Anderson,,MQL,,,2022-01-15,2025-01-17,118,True,True,3948c74055ca43f6,True,False,False
a644e3e2494b4f24,6c4abf98669d4d11,bobby.smith@atkinsplc.com,Bobby,Smith,"Pilot, airline",Nurture,,VP,2023-12-13,,107,False,True,414bcf92102c42cc,False,False,False
afc8c4d6c19d4b51,1bab529a35254e4d,richard.burch@solisplc.com,Richard,Burch,,MQL,CISO,C-Level,2024-03-07,2025-01-09,102,True,True,87a6d9971b97404d,True,False,False
d4bb065350dc4cc6,0983fad7081e4853,john.chapman@millerharrel.com,John,Chapman,Environmental consultant,MQL,,Individual Contributor,2023-05-25,2025-01-20,55,True,True,f6defa93305540d1,False,False,False
c0c7bb23140f41da,14932c1069a64097,rebeccabailey@gmail.com,Cynthia,Schmidt,Data scientist,Nurture,Non-Prospect,Individual Contributor,2024-06-28,,77,False,True,15abc6737b6444ba,False,False,True
6aad614f15e24d41,73d25b49db3c4bb2,james.morrison@jonesbeanand.com,James,Morrison,"Psychologist, forensic",Active,,VP,2022-01-15,,111,False,True,701792e7b7504ee3,False,True,False
2f8a6061ab4a4d5d,5311269b2af04ae3,anne.reid@morrismaddox.com,Anne,Reid,Printmaker,Active,,Individual Contributor,2025-01-30,,180,False,True,c06870a6f15348c4,False,False,False
3eeb338eb95c427b,3190811cf697464c,kevin.hill@bellinc.com,Kevin,Hill,Insurance claims handler,Active,Technical Buyer,Director,2023-06-01,,78,False,True,3d5102881ccf4a9e,True,False,True
388c4db0ba0145f4,7977d1747af2409d,marie.jones@gilbertplc.com,Marie,Jones,,Active,,Individual Contributor,2023-06-01,,33,False,True,c25f39d7e0864429,True,True,False
f4948212d9ac4c5c,,admin@pearson.com,Joanne,Williams,Biomedical engineer,MQL,Economic Buyer,,2024-11-21,2025-02-26,114,True,True,e049f14d95d146a8,True,False,False
4f9baa2dba8b4457,400cf5ecd1144bf1,matthew.klein@lucaswilliam.com,Matthew,Klein,,Nurture,Economic Buyer,C-Level,2023-06-01,,80,False,True,1b29edc32c1a4836,False,False,True
38b3bbd1c7a8410c,674a5f9ffe044852,erika05@gmail.com,Justin,Ortiz,,Nurture,Economic Buyer,Manager,2024-06-18,,84,False,True,402793f13a8d4b2d,False,True,False
debbc2e21c544ebf,f219724055874514,justin.cummings@brandtmorris.com,Justin,Cummings,Ceramics designer,MQL,End User,,2023-06-24,2025-02-26,156,True,True,ffe6fc6e60884318,False,False,False
c4ef81fcc7104205,9cb3b0419f3b41a0,diana.bates@larsoninc.com,Diana,Bates,,Qualified,Non-Prospect,C-Level,2023-12-07,,98,False,True,35d3dcf113ba4fe3,False,False,False
f2a11f4642344128,351f4e0509954ffa,elizabeth.calderon@osborngaines.com,Elizabeth,Calderon,,MQL,,,2023-06-01,2025-01-05,186,True,True,932e5b8aeca44eff,False,True,False
19013787535741f5,56c07675b3d84fac,jason.meza@lee-cooke.com,Jason,Meza,"Designer, fashion/clothing",MQL,Economic Buyer,Director,2024-09-16,2025-02-26,199,True,True,0ab06e53004e4975,False,False,False
5a0e256b80fa4ca7,2a0bd9461672442f,support@stephenson.org,William,Fernandez,"Conservator, museum/gallery",MQL,Champion,Individual Contributor,2022-01-15,2025-02-08,200,True,True,fa197114cede473c,False,False,False
9c898e286e7d4bf4,f8ee0f5a8d9a459a,kellie.lamb@griffithinc.com,Kellie,Lamb,Paediatric nurse,MQL,End User,Individual Contributor,2024-05-15,2024-11-29,165,True,True,79a34ea90d4b4893,False,False,True
c271384d89db492e,319b26d53a994995,pyoung@hotmail.com,Sean,Mitchell,Insurance broker,MQL,,Manager,2024-06-03,2025-01-24,129,True,True,0aadf1fef9dd45a8,False,False,False
fc4d48f1d79141d8,2670ce83d3ef4f45,erika.hudson@murray-campb.com,Erika,Hudson,,Qualified,End User,Director,2025-03-21,,7,False,True,c8d1b67992af4f8d,False,False,False
779b3cd9cf814283,5f2df9e291da4598,brett75@yahoo.com,Laurie,Taylor,,Active,Technical Buyer,,2023-06-01,,113,False,True,f48bb8791cfa49b7,False,False,False
b38d7a80e5ac408d,2630bcbe69d14f30,joshuawhitehead@yahoo.com,Melissa,Mitchell,,MQL,Non-Prospect,C-Level,2023-06-01,2025-04-26,32,True,True,e07530d3de754550,False,False,False
1a644abe03c84c00,7663529cc93a4280,perryrandy@gmail.com,Lisa,Wilkerson,,MQL,,VP,2023-06-01,2025-04-24,184,True,True,d05187c68c924680,True,False,False
032136d6682644b4,fb7db87146894868,nicholas.johnson@combsltd.com,Nicholas,Johnson,,MQL,,VP,2023-06-10,2025-02-17,194,True,True,939ee7f06bcd4353,False,False,False
4590106ab2da4254,,samantha.kennedy@blakegroup.com,Samantha,Kennedy,"Production assistant, radio",Active,Technical Buyer,Manager,2022-01-15,,16,False,True,ffa24f7d096441e5,False,True,False
a9cbfa6fea3d4ad3,,srodriguez@yahoo.com,Mary,Dunn,Field seismologist,MQL,CISO,Individual Contributor,2022-01-15,2025-02-02,86,True,True,9563ddf9d7774ac6,False,False,False
e4a881cd1e90443b,f219724055874514,danielle.dean@rodriguezgro.com,Danielle,Dean,"Therapist, speech and language",Attempted,Champion,VP,2023-11-14,,101,False,True,262587141fff4698,False,False,True
c691b1ec01034dc9,67b44a52a45c459d,douglas.patterson@gomezduncana.com,Douglas,Patterson,Chartered certified accountant,MQL,Non-Prospect,Manager,2022-01-15,2024-11-16,58,True,True,31bb161f29044ae4,False,False,False
43f870925f434034,c04278d96e7649c7,william.mcneil@smithmarksan.com,William,Mcneil,Naval architect,Active,End User,,2025-03-08,,57,False,True,c04ca4d3d1164916,True,True,False
e3f2a66427134c46,757022cd00324e96,kristina.cooper@sandovalgarc.com,Kristina,Cooper,,Qualified,CISO,,2024-10-27,,99,False,True,f2ba949c81c64e81,False,False,False
5562b43aa609465a,,matthew.day@marshalldomi.com,Matthew,Day,,Active,End User,Individual Contributor,2023-06-01,,106,False,True,590e6858130f48df,False,True,True
372dbdaaf3864bb7,,benjamin.harris@blackwellllc.com,Benjamin,Harris,Insurance claims handler,Active,Technical Buyer,Manager,2024-08-31,,20,False,True,341eb08c0c054188,False,False,False
2bfa16660563413c,e4270b83113649b9,benjamin.lucas@kelly-norman.com,Benjamin,Lucas,,Active,Champion,Individual Contributor,2024-10-15,,160,False,True,a59ba2231fa14656,True,False,False
dd8af4d32a6c42e3,565c43db21064526,pamela.paul@morgan-lopez.com,Pamela,Paul,Research scientist (medical),Active,,Individual Contributor,2023-10-26,,193,False,True,0e6eb570daed4727,False,True,False
d27b622c5d644803,,laurie.acosta@jordanandson.com,Laurie,Acosta,Sports administrator,Qualified,,,2023-06-01,,154,False,True,28d5ea44ae594985,True,False,False
df1383101a9e4743,8748fc8ee24e4175,donna.parker@robbinsjacks.com,Donna,Parker,Product manager,Active,,Manager,2024-09-04,,190,False,True,a478173103a449c5,False,False,True
420fbf7172364bb2,969cebedb14e46cf,jonesdana@yahoo.com,Christina,Graham,,MQL,,Director,2024-05-31,2025-04-17,77,True,True,6c8aa3429d454967,False,False,False
8abaab86575a4f65,,douglas.lawson@johnson-jone.com,Douglas,Lawson,Medical technical officer,MQL,Champion,C-Level,2024-08-09,2025-04-24,64,True,True,a64f3e34a584450d,False,True,False
411d67e5335748ff,585f4650624042fd,cassie.shelton@watson-hines.com,Cassie,Shelton,"Teacher, secondary school",MQL,Economic Buyer,VP,2022-01-15,2025-02-06,184,True,True,c02acec638984635,False,True,False
791e73cc5745427d,674a5f9ffe044852,leonard.ramirez@johnsonandso.com,Leonard,Ramirez,Restaurant manager,Attempted,End User,Individual Contributor,2024-02-26,,125,False,True,9b642437dba14a52,False,True,False
9ecd595c8f204b20,f5268bcc049f492c,jorge.griffin@mitchellhend.com,Jorge,Griffin,,MQL,,Individual Contributor,2023-05-19,2025-04-30,157,True,True,4e8896553ebf444f,False,False,True
a5e36b986b2d474d,94809d33861e41ae,gerald.reeves@cochranllc.com,Gerald,Reeves,"Loss adjuster, chartered",Active,,Individual Contributor,2023-07-07,,70,False,True,2c87a6d20f7a443d,True,True,True
ae82e91a624e49bd,ac3ecd6284d04435,melissa.joseph@littleleonan.com,Melissa,Joseph,Community development worker,MQL,Technical Buyer,,2023-08-29,2025-01-12,165,True,True,e41140acbe3d43c8,False,False,False
00d6d482e2a7440a,969cebedb14e46cf,kristy.johnson@armstrongmcd.com,Kristy,Johnson,"Conservation officer, nature",MQL,End User,,2024-03-16,2025-04-22,5,True,True,f76253b2f2aa4835,False,True,True
98264595b1324687,4c6ff1a2f55049f8,khammond@gmail.com,Jennifer,Mendoza,"Buyer, retail",MQL,,,2024-05-27,2024-11-19,52,True,True,e582f815db254bea,False,True,False
405de96f02464912,db8b72deabea4a0b,david89@outlook.com,Charles,Owens,"Education officer, environmental",MQL,Economic Buyer,Director,2023-05-04,2025-04-02,121,True,True,f8fbb9ad12654b74,False,False,True
17f811020e18432f,cc5c6ef2e36c4240,sales@martin-morris.com,Marie,Holmes,Logistics and distribution manager,MQL,,Individual Contributor,2022-01-15,2024-12-07,69,True,True,8e086da13b1141c5,False,False,False
ab0270e2ec3c4bea,b50bf2b278754d74,cynthia.pierce@weberplc.com,Cynthia,Pierce,"Social research officer, government",MQL,Champion,Manager,2024-10-27,2024-12-24,96,True,True,6d92850177ef4551,False,False,True
ea0348acac414ef7,,brittany.carpenter@hopkinsltd.com,Brittany,Carpenter,Trade union research officer,Nurture,,Director,2023-12-12,,11,False,True,a989fa58b6854360,False,False,False
3cc69d0f8ddb4e4d,,frykelli@libero.it,Marcia,Johnson,Geochemist,MQL,End User,Individual Contributor,2024-06-17,2025-03-13,171,True,True,fc7f6e4293db4c5a,False,False,False
757215a25d344f07,7663529cc93a4280,anthony.small@robertsfryea.com,Anthony,Small,,Qualified,End User,Director,2023-06-01,,111,False,True,06dc7a2b7b1e4a8f,False,False,True
c817eab06c45427a,e3208a541dbb4d58,mharris@gmx.de,Eric,Perry,Cytogeneticist,Active,CISO,,2025-02-12,,120,False,True,b598a7b3ac6d4806,False,False,False
32d3c2e0b2ea48f6,ad4f60a1a88246fa,vanessa.reed@anderson-woo.com,Vanessa,Reed,,MQL,Economic Buyer,Individual Contributor,2023-09-15,2025-01-18,104,True,True,2a6e49904eb74cb5,False,False,False
8ebc51fa1a174d3a,fe02e881caac4842,david.cole@davisllc.com,David,Cole,Music tutor,Attempted,End User,Director,2024-04-11,,126,False,True,0be52b77521046d7,False,False,False
fd7091014d0c4afa,206cba67f8ad4d58,lisa.peck@edwardshines.com,Lisa,Peck,"Scientist, biomedical",Attempted,Champion,Manager,2025-01-03,,91,False,True,379d775b9f0a42a5,False,False,False
b28398b6ce404a23,74f4467873ba41b3,andrew.landry@bryantallena.com,Andrew,Landry,Art therapist,MQL,Technical Buyer,Director,2023-05-06,2025-02-02,160,True,True,dd18923acc5643ae,False,False,True
5ab1e167cc7645ed,554468d9beff4e90,amitchell@outlook.com,Nicole,Pena,Clinical cytogeneticist,Active,,Director,2024-10-20,,52,False,True,48b2476427ff4432,False,False,False
6e99e3a011c34d32,4630aedd26664b7c,michael.powell@moralesplc.com,Michael,Powell,"Surveyor, planning and development",MQL,Non-Prospect,,2024-12-08,2024-12-11,147,True,True,e1db6d29737247e1,False,False,False
facdebb8bbed4845,fe02e881caac4842,charles.gordon@ramirezhaysa.com,Charles,Gordon,Commissioning editor,MQL,,,2024-10-15,2025-01-25,125,True,True,b7e9ec1a9d054421,False,False,False
5f965a5dc8834f00,73d25b49db3c4bb2,kari39@outlook.com,Nathaniel,Hatfield,Sales executive,Qualified,Non-Prospect,Individual Contributor,2024-02-22,,89,False,True,c58572ce9674461a,False,False,False
0fd41305ceea4f92,dbf61afcfa974085,support@stone-hernandez.net,Derrick,Cook,Counselling psychologist,MQL,,,2024-08-13,2025-04-30,192,True,True,7b0c29ddb4834588,False,False,False
b3e96fc0032244e2,74f4467873ba41b3,phillip.jensen@wheeler-rome.com,Phillip,Jensen,,Active,CISO,C-Level,2023-11-02,,177,False,True,639cefaf8843407b,False,False,False
60f6c4c29e0b4273,dbbe143ca83a475d,allen.rivera@whitneyplc.com,Allen,Rivera,Insurance account manager,MQL,CISO,C-Level,2024-08-30,2025-02-14,6,True,True,3262f04750bc4ed7,False,False,False
a84a1b33b4434c6a,7c1f05a16908456b,joseph.rios@lanegriffith.com,Joseph,Rios,"Doctor, hospital",Active,End User,,2022-01-15,,64,False,True,794efb048e3b475c,True,True,True
01f4bd033b4e4971,,dylan.becker@armstrongltd.com,Dylan,Becker,Clinical molecular geneticist,MQL,Economic Buyer,,2023-05-25,2025-02-12,99,True,True,9480880b0d904fd2,False,False,False
7ef19df16501475d,94809d33861e41ae,robert.gutierrez@jenkinsplc.com,Robert,Gutierrez,Public affairs consultant,Active,Non-Prospect,VP,2023-08-07,,173,False,True,44867c47614e4f13,False,False,False
43f0566ddaa84eb1,,ann.bolton@fox-edwards.com,Ann,Bolton,,Attempted,,Individual Contributor,2022-01-15,,137,False,True,aba40e3187464d25,False,False,False
cac53b119eab4fc2,e70835ee7fd94304,michael.ingram@beckerlaraan.com,Michael,Ingram,Radio broadcast assistant,MQL,,,2024-04-07,2024-12-27,6,True,True,058a79b1f8d04353,True,False,False
b9ebec44b8fa48c9,e1d05fbfe059420b,angela.walker@wise-bush.com,Angela,Walker,Records manager,Qualified,Economic Buyer,Manager,2025-01-03,,185,False,True,7e161b4e5c274a01,False,False,False
7807f80716164cd1,300180be78af4b9b,david86@gmail.com,Sarah,Griffith,Nutritional therapist,MQL,Champion,VP,2023-06-01,2025-01-05,82,True,True,f4486fde57a34002,False,False,False
521cc3feb166497a,cc5c6ef2e36c4240,reedscott@hotmail.com,Kelly,Roberts,Furniture conservator/restorer,MQL,Technical Buyer,Manager,2023-06-01,2024-12-22,199,True,True,62418f79beb545a3,False,True,False
2b121b1dff994f42,ee8327abbfc945c6,danielyang@gmx.de,Sarah,Horton,Film/video editor,MQL,Technical Buyer,,2023-11-04,2024-12-14,144,True,True,4168c76c1b1a4345,False,False,True
92f829569785453e,42b4c010299140c7,jeremiah.hall@gutierrezltd.com,Jeremiah,Hall,Public house manager,Active,,C-Level,2025-02-11,,44,False,True,745f863cc9924ff7,False,False,False
